name,type,uf
Pinhão,municipio,PR
Pinheiral,municipio,RJ
Pinheirinho do Vale,municipio,RS
Pinheiro,municipio,MA
Pinheiro Machado,municipio,RS
Pinheiro Preto,municipio,SC
Pinheiros,municipio,ES
Pintadas,municipio,BA
Pinto Bandeira,municipio,RS
Pintópolis,municipio,MG
Pio IX,municipio,PI
Pio XII,municipio,MA
Piquerobi,municipio,SP
Piquet Carneiro,municipio,CE
Piquete,municipio,SP
Piracaia,municipio,SP
Piracanjuba,municipio,GO
Piracema,municipio,MG
Piracicaba,municipio,SP
Piracuruca,municipio,PI
Piraí,municipio,RJ
Piraí do Norte,municipio,BA
Piraí do Sul,municipio,PR
Piraju,municipio,SP
Pirajuba,municipio,MG
Pirajuí,municipio,SP
Pirambu,municipio,SE
Piranga,municipio,MG
Pirangi,municipio,SP
Piranguçu,municipio,MG
Piranguinho,municipio,MG
Piranhas,municipio,AL
Piranhas,municipio,GO
Pirapemas,municipio,MA
Pirapetinga,municipio,MG
Pirapó,municipio,RS
Pirapora,municipio,MG
Pirapora do Bom Jesus,municipio,SP
Pirapozinho,municipio,SP
Piraquara,municipio,PR
Piraquê,municipio,TO
Pirassununga,municipio,SP
Piratini,municipio,RS
Piratininga,municipio,SP
Piratuba,municipio,SC
Piraúba,municipio,MG
Pirenópolis,municipio,GO
Pires do Rio,municipio,GO
Pires Ferreira,municipio,CE
Piripá,municipio,BA
Piripiri,municipio,PI
Piritiba,municipio,BA
Pirpirituba,municipio,PB
Pitanga,municipio,PR
Pitangueiras,municipio,SP
Pitangueiras,municipio,PR
Pitangui,municipio,MG
Pitimbu,municipio,PB
Pium,municipio,TO
Piúma,municipio,ES
Piumhi,municipio,MG
Placas,municipio,PA
Plácido de Castro,municipio,AC
Planaltina,municipio,GO
Planaltina do Paraná,municipio,PR
Planaltino,municipio,BA
Planalto,municipio,BA
Planalto,municipio,SP
Planalto,municipio,PR
Planalto,municipio,RS
Planalto Alegre,municipio,SC
Planalto da Serra,municipio,MT
Planura,municipio,MG
Platina,municipio,SP
Poá,municipio,SP
Poção,municipio,PE
Poção de Pedras,municipio,MA
Pocinhos,municipio,PB
Poço Branco,municipio,RN
Poço dantas,municipio,PB
Poço das Antas,municipio,RS
Poço das Trincheiras,municipio,AL
Poço de José de Moura,municipio,PB
Poço Fundo,municipio,MG
Poço Redondo,municipio,SE
Poço Verde,municipio,SE
Poções,municipio,BA
Poconé,municipio,MT
Poços de Caldas,municipio,MG
Pocrane,municipio,MG
Pojuca,municipio,BA
Poloni,municipio,SP
Pombal,municipio,PB
Pombos,municipio,PE
Pomerode,municipio,SC
Pompeia,municipio,SP
Pompéu,municipio,MG
Pongaí,municipio,SP
Ponta de Pedras,municipio,PA
Ponta Grossa,municipio,PR
Ponta Porã,municipio,MS
Pontal,municipio,SP
Pontal do Araguaia,municipio,MT
Pontal do Paraná,municipio,PR
Pontalina,municipio,GO
Pontalinda,municipio,SP
Pontão,municipio,RS
Ponte Alta,municipio,SC
Ponte Alta do Bom Jesus,municipio,TO
Ponte Alta do Norte,municipio,SC
Ponte Alta do Tocantins,municipio,TO
Ponte Branca,municipio,MT
Ponte Nova,municipio,MG
Ponte Preta,municipio,RS
Ponte Serrada,municipio,SC
Pontes e Lacerda,municipio,MT
Pontes Gestal,municipio,SP
Ponto Belo,municipio,ES
Ponto Chique,municipio,MG
Ponto dos Volantes,municipio,MG
Ponto Novo,municipio,BA
Populina,municipio,SP
Poranga,municipio,CE
Porangaba,municipio,SP
Porangatu,municipio,GO
Porciúncula,municipio,RJ
Porecatu,municipio,PR
Portalegre,municipio,RN
Portão,municipio,RS
Porteirão,municipio,GO
Porteiras,municipio,CE
Porteirinha,municipio,MG
Portel,municipio,PA
Portelândia,municipio,GO
Porto,municipio,PI
Porto Acre,municipio,AC
Porto Alegre,municipio,RS
Porto Alegre do Norte,municipio,MT
Porto Alegre do Piauí,municipio,PI
Porto Alegre do Tocantins,municipio,TO
Porto Amazonas,municipio,PR
Porto Barreiro,municipio,PR
Porto Belo,municipio,SC
Porto Calvo,municipio,AL
Porto da Folha,municipio,SE
Porto de Moz,municipio,PA
Porto de Pedras,municipio,AL
Porto do Mangue,municipio,RN
Porto dos Gaúchos,municipio,MT
Porto Esperidião,municipio,MT
Porto Estrela,municipio,MT
Porto Feliz,municipio,SP
Porto Ferreira,municipio,SP
Porto Firme,municipio,MG
Porto Franco,municipio,MA
Porto Grande,municipio,AP
Porto Lucena,municipio,RS
Porto Mauá,municipio,RS
Porto Murtinho,municipio,MS
Porto Nacional,municipio,TO
Porto Real,municipio,RJ
Porto Real do Colégio,municipio,AL
Porto Rico,municipio,PR
Porto Rico do Maranhão,municipio,MA
Porto Seguro,municipio,BA
Porto União,municipio,SC
Porto Velho,municipio,RO
Porto Vera Cruz,municipio,RS
Porto Vitória,municipio,PR
Porto Walter,municipio,AC
Porto Xavier,municipio,RS
Posse,municipio,GO
Poté,municipio,MG
Potengi,municipio,CE
Potim,municipio,SP
Potiraguá,municipio,BA
Potirendaba,municipio,SP
Potiretama,municipio,CE
Pouso Alegre,municipio,MG
Pouso Alto,municipio,MG
Pouso Novo,municipio,RS
Pouso Redondo,municipio,SC
Poxoréu,municipio,MT
Pracinha,municipio,SP
Pracuúba,municipio,AP
Prado,municipio,BA
Prado Ferreira,municipio,PR
Pradópolis,municipio,SP
Prados,municipio,MG
Praia Grande,municipio,SP
Praia Grande,municipio,SC
Praia Norte,municipio,TO
Prainha,municipio,PA
Pranchita,municipio,PR
Prata,municipio,PB
Prata,municipio,MG
Prata do Piauí,municipio,PI
Pratânia,municipio,SP
Pratápolis,municipio,MG
Pratinha,municipio,MG
Presidente Alves,municipio,SP
Presidente Bernardes,municipio,MG
Presidente Bernardes,municipio,SP
Presidente Castello Branco,municipio,SC
Presidente Castelo Branco,municipio,PR
Presidente Dutra,municipio,MA
Presidente Dutra,municipio,BA
Presidente Epitácio,municipio,SP
Presidente Figueiredo,municipio,AM
Presidente Getúlio,municipio,SC
Presidente Jânio Quadros,municipio,BA
Presidente Juscelino,municipio,MA
Presidente Juscelino,municipio,MG
Presidente Kennedy,municipio,TO
Presidente Kennedy,municipio,ES
Presidente Kubitschek,municipio,MG
Presidente Lucena,municipio,RS
Presidente Médici,municipio,RO
Presidente Médici,municipio,MA
Presidente Nereu,municipio,SC
Presidente Olegário,municipio,MG
Presidente Prudente,municipio,SP
Presidente Sarney,municipio,MA
Presidente Tancredo Neves,municipio,BA
Presidente Vargas,municipio,MA
Presidente Venceslau,municipio,SP
Primavera,municipio,PA
Primavera,municipio,PE
Primavera de Rondônia,municipio,RO
Primavera do Leste,municipio,MT
Primeira Cruz,municipio,MA
Primeiro de Maio,municipio,PR
Princesa,municipio,SC
Princesa Isabel,municipio,PB
Professor Jamil,municipio,GO
Progresso,municipio,RS
Promissão,municipio,SP
Propriá,municipio,SE
Protásio Alves,municipio,RS
Prudente de Morais,municipio,MG
Prudentópolis,municipio,PR
Pugmil,municipio,TO
Pureza,municipio,RN
Putinga,municipio,RS
Puxinanã,municipio,PB
Quadra,municipio,SP
Quaraí,municipio,RS
Quartel Geral,municipio,MG
Quarto Centenário,municipio,PR
Quatá,municipio,SP
Quatiguá,municipio,PR
Quatipuru,municipio,PA
Quatis,municipio,RJ
Quatro Barras,municipio,PR
Quatro Irmãos,municipio,RS
Quatro Pontes,municipio,PR
Quebrangulo,municipio,AL
Quedas do Iguaçu,municipio,PR
Queimada Nova,municipio,PI
Queimadas,municipio,PB
Queimadas,municipio,BA
Queimados,municipio,RJ
Queiroz,municipio,SP
Queluz,municipio,SP
Queluzito,municipio,MG
Querência,municipio,MT
Querência do Norte,municipio,PR
Quevedos,municipio,RS
Quijingue,municipio,BA
Quilombo,municipio,SC
Quinta do Sol,municipio,PR
Quintana,municipio,SP
Quinze de Novembro,municipio,RS
Quipapá,municipio,PE
Quirinópolis,municipio,GO
Quissamã,municipio,RJ
Quitandinha,municipio,PR
Quiterianópolis,municipio,CE
Quixaba,municipio,PB
Quixaba,municipio,PE
Quixabeira,municipio,BA
Quixadá,municipio,CE
Quixelô,municipio,CE
Quixeramobim,municipio,CE
Quixeré,municipio,CE
Rafael Fernandes,municipio,RN
Rafael Godeiro,municipio,RN
Rafael Jambeiro,municipio,BA
Rafard,municipio,SP
Ramilândia,municipio,PR
Rancharia,municipio,SP
Rancho Alegre,municipio,PR
Rancho Alegre d'Oeste,municipio,PR
Rancho Queimado,municipio,SC
Raposa,municipio,MA
Raposos,municipio,MG
Raul Soares,municipio,MG
Realeza,municipio,PR
Rebouças,municipio,PR
Recife,municipio,PE
Recreio,municipio,MG
Recursolândia,municipio,TO
Redenção,municipio,PA
Redenção,municipio,CE
Redenção da Serra,municipio,SP
Redenção do Gurgueia,municipio,PI
Redentora,municipio,RS
Reduto,municipio,MG
Regeneração,municipio,PI
Regente Feijó,municipio,SP
Reginópolis,municipio,SP
Registro,municipio,SP
Relvado,municipio,RS
Remanso,municipio,BA
Remígio,municipio,PB
Renascença,municipio,PR
Reriutaba,municipio,CE
Resende,municipio,RJ
Resende Costa,municipio,MG
Reserva,municipio,PR
Reserva do Cabaçal,municipio,MT
Reserva do Iguaçu,municipio,PR
Resplendor,municipio,MG
Ressaquinha,municipio,MG
Restinga,municipio,SP
Restinga Seca,municipio,RS
Retirolândia,municipio,BA
Riachão,municipio,MA
Riachão,municipio,PB
Riachão das Neves,municipio,BA
Riachão do Bacamarte,municipio,PB
Riachão do Dantas,municipio,SE
Riachão do Jacuípe,municipio,BA
Riachão do Poço,municipio,PB
Riachinho,municipio,TO
Riachinho,municipio,MG
Riacho da Cruz,municipio,RN
Riacho das Almas,municipio,PE
Riacho de Santana,municipio,RN
Riacho de Santana,municipio,BA
Riacho de Santo Antônio,municipio,PB
Riacho dos Cavalos,municipio,PB
Riacho dos Machados,municipio,MG
Riacho Frio,municipio,PI
Riachuelo,municipio,RN
Riachuelo,municipio,SE
Rialma,municipio,GO
Rianápolis,municipio,GO
Ribamar Fiquene,municipio,MA
Ribas do Rio Pardo,municipio,MS
Ribeira,municipio,SP
Ribeira do Amparo,municipio,BA
Ribeira do Piauí,municipio,PI
Ribeira do Pombal,municipio,BA
Ribeirão,municipio,PE
Ribeirão Bonito,municipio,SP
Ribeirão Branco,municipio,SP
Ribeirão Cascalheira,municipio,MT
Ribeirão Claro,municipio,PR
Ribeirão Corrente,municipio,SP
Ribeirão das Neves,municipio,MG
Ribeirão do Largo,municipio,BA
Ribeirão do Pinhal,municipio,PR
Ribeirão do Sul,municipio,SP
Ribeirão dos Índios,municipio,SP
Ribeirão Grande,municipio,SP
Ribeirão Pires,municipio,SP
Ribeirão Preto,municipio,SP
Ribeirão Vermelho,municipio,MG
Ribeirãozinho,municipio,MT
Ribeiro Gonçalves,municipio,PI
Ribeirópolis,municipio,SE
Rifaina,municipio,SP
Rincão,municipio,SP
Rinópolis,municipio,SP
Rio Acima,municipio,MG
Rio Azul,municipio,PR
Rio Bananal,municipio,ES
Rio Bom,municipio,PR
Rio Bonito,municipio,RJ
Rio Bonito do Iguaçu,municipio,PR
Rio Branco,municipio,AC
Rio Branco,municipio,MT
Rio Branco do Ivaí,municipio,PR
Rio Branco do Sul,municipio,PR
Rio Brilhante,municipio,MS
Rio Casca,municipio,MG
Rio Claro,municipio,RJ
Rio Claro,municipio,SP
Rio Crespo,municipio,RO
Rio da Conceição,municipio,TO
Rio das Antas,municipio,SC
Rio das Flores,municipio,RJ
Rio das Ostras,municipio,RJ
Rio das Pedras,municipio,SP
Rio de Contas,municipio,BA
Rio de Janeiro,municipio,RJ
Rio do Antônio,municipio,BA
Rio do Campo,municipio,SC
Rio do Fogo,municipio,RN
Rio do Oeste,municipio,SC
Rio do Pires,municipio,BA
Rio do Prado,municipio,MG
Rio do Sul,municipio,SC
Rio doce,municipio,MG
Rio dos Bois,municipio,TO
Rio dos Cedros,municipio,SC
Rio dos Índios,municipio,RS
Rio Espera,municipio,MG
Rio Formoso,municipio,PE
Rio Fortuna,municipio,SC
Rio Grande,municipio,RS
Rio Grande da Serra,municipio,SP
Rio Grande do Piauí,municipio,PI
Rio Largo,municipio,AL
Rio Manso,municipio,MG
Rio Maria,municipio,PA
Rio Negrinho,municipio,SC
Rio Negro,municipio,PR
Rio Negro,municipio,MS
Rio Novo,municipio,MG
Rio Novo do Sul,municipio,ES
Rio Paranaíba,municipio,MG
Rio Pardo,municipio,RS
Rio Pardo de Minas,municipio,MG
Rio Piracicaba,municipio,MG
Rio Pomba,municipio,MG
Rio Preto,municipio,MG
Rio Preto da Eva,municipio,AM
Rio Quente,municipio,GO
Rio Real,municipio,BA
Rio Rufino,municipio,SC
Rio Sono,municipio,TO
Rio Tinto,municipio,PB
Rio Verde,municipio,GO
Rio Verde de Mato Grosso,municipio,MS
Rio Vermelho,municipio,MG
Riolândia,municipio,SP
Riozinho,municipio,RS
Riqueza,municipio,SC
Ritápolis,municipio,MG
Riversul,municipio,SP
Roca Sales,municipio,RS
Rochedo,municipio,MS
Rochedo de Minas,municipio,MG
Rodeio,municipio,SC
Rodeio Bonito,municipio,RS
Rodeiro,municipio,MG
Rodelas,municipio,BA
Rodolfo Fernandes,municipio,RN
Rodrigues Alves,municipio,AC
Rolador,municipio,RS
Rolândia,municipio,PR
Rolante,municipio,RS
Rolim de Moura,municipio,RO
Romaria,municipio,MG
Romelândia,municipio,SC
Roncador,municipio,PR
Ronda Alta,municipio,RS
Rondinha,municipio,RS
Rondolândia,municipio,MT
Rondon,municipio,PR
Rondon do Pará,municipio,PA
Rondonópolis,municipio,MT
Roque Gonzales,municipio,RS
Rorainópolis,municipio,RR
Rosana,municipio,SP
Rosário,municipio,MA
Rosário da Limeira,municipio,MG
Rosário do Catete,municipio,SE
Rosário do Ivaí,municipio,PR
Rosário do Sul,municipio,RS
Rosário Oeste,municipio,MT
Roseira,municipio,SP
Roteiro,municipio,AL
Rubelita,municipio,MG
Rubiácea,municipio,SP
Rubiataba,municipio,GO
Rubim,municipio,MG
Rubineia,municipio,SP
Rurópolis,municipio,PA
Russas,municipio,CE
Ruy Barbosa,municipio,RN
Ruy Barbosa,municipio,BA
Sabará,municipio,MG
Sabáudia,municipio,PR
Sabino,municipio,SP
Sabinópolis,municipio,MG
Saboeiro,municipio,CE
Sacramento,municipio,MG
Sagrada Família,municipio,RS
Sagres,municipio,SP
Sairé,municipio,PE
Saldanha Marinho,municipio,RS
Sales,municipio,SP
Sales Oliveira,municipio,SP
Salesópolis,municipio,SP
Salete,municipio,SC
Salgadinho,municipio,PB
Salgadinho,municipio,PE
Salgado,municipio,SE
Salgado de São Félix,municipio,PB
Salgado Filho,municipio,PR
Salgueiro,municipio,PE
Salinas,municipio,MG
Salinas da Margarida,municipio,BA
Salinópolis,municipio,PA
Salitre,municipio,CE
Salmourão,municipio,SP
Saloá,municipio,PE
Saltinho,municipio,SP
Saltinho,municipio,SC
Salto,municipio,SP
Salto da Divisa,municipio,MG
Salto de Pirapora,municipio,SP
Salto do Céu,municipio,MT
Salto do Itararé,municipio,PR
Salto do Jacuí,municipio,RS
Salto do Lontra,municipio,PR
Salto Grande,municipio,SP
Salto Veloso,municipio,SC
Salvador,municipio,BA
Salvador das Missões,municipio,RS
Salvador do Sul,municipio,RS
Salvaterra,municipio,PA
Sambaíba,municipio,MA
Sampaio,municipio,TO
Sananduva,municipio,RS
Sanclerlândia,municipio,GO
Sandolândia,municipio,TO
Sandovalina,municipio,SP
Sangão,municipio,SC
Sanharó,municipio,PE
Sant'ana do Livramento,municipio,RS
Santa Adélia,municipio,SP
Santa Albertina,municipio,SP
Santa Amélia,municipio,PR
Santa Bárbara,municipio,BA
Santa Bárbara,municipio,MG
Santa Bárbara d'Oeste,municipio,SP
Santa Bárbara de Goiás,municipio,GO
Santa Bárbara do Leste,municipio,MG
Santa Bárbara do Monte Verde,municipio,MG
Santa Bárbara do Pará,municipio,PA
Santa Bárbara do Sul,municipio,RS
Santa Bárbara do Tugúrio,municipio,MG
Santa Branca,municipio,SP
Santa Brígida,municipio,BA
Santa Carmem,municipio,MT
Santa Cecília,municipio,PB
Santa Cecília,municipio,SC
Santa Cecília do Pavão,municipio,PR
Santa Cecília do Sul,municipio,RS
Santa Clara d'Oeste,municipio,SP
Santa Clara do Sul,municipio,RS
Santa Cruz,municipio,RN
Santa Cruz,municipio,PB
Santa Cruz,municipio,PE
Santa Cruz Cabrália,municipio,BA
Santa Cruz da Baixa Verde,municipio,PE
Santa Cruz da Conceição,municipio,SP
Santa Cruz da Esperança,municipio,SP
Santa Cruz da Vitória,municipio,BA
Santa Cruz das Palmeiras,municipio,SP
Santa Cruz de Goiás,municipio,GO
Santa Cruz de Minas,municipio,MG
Santa Cruz de Monte Castelo,municipio,PR
Santa Cruz de Salinas,municipio,MG
Santa Cruz do Arari,municipio,PA
Santa Cruz do Capibaribe,municipio,PE
Santa Cruz do Escalvado,municipio,MG
Santa Cruz do Piauí,municipio,PI
Santa Cruz do Rio Pardo,municipio,SP
Santa Cruz do Sul,municipio,RS
Santa Cruz do Xingu,municipio,MT
Santa Cruz dos Milagres,municipio,PI
Santa Efigênia de Minas,municipio,MG
Santa Ernestina,municipio,SP
Santa Fé,municipio,PR
Santa Fé de Goiás,municipio,GO
Santa Fé de Minas,municipio,MG
Santa Fé do Araguaia,municipio,TO
Santa Fé do Sul,municipio,SP
Santa Filomena,municipio,PI
Santa Filomena,municipio,PE
Santa Filomena do Maranhão,municipio,MA
Santa Gertrudes,municipio,SP
Santa Helena,municipio,MA
Santa Helena,municipio,PB
Santa Helena,municipio,PR
Santa Helena,municipio,SC
Santa Helena de Goiás,municipio,GO
Santa Helena de Minas,municipio,MG
Santa Inês,municipio,MA
Santa Inês,municipio,PB
Santa Inês,municipio,BA
Santa Inês,municipio,PR
Santa Isabel,municipio,SP
Santa Isabel,municipio,GO
Santa Isabel do Ivaí,municipio,PR
Santa Isabel do Rio Negro,municipio,AM
Santa Izabel do Oeste,municipio,PR
Santa Izabel do Pará,municipio,PA
Santa Juliana,municipio,MG
Santa Leopoldina,municipio,ES
Santa Lúcia,municipio,SP
Santa Lúcia,municipio,PR
Santa Luz,municipio,PI
Santa Luzia,municipio,MA
Santa Luzia,municipio,PB
Santa Luzia,municipio,BA
Santa Luzia,municipio,MG
Santa Luzia d'Oeste,municipio,RO
Santa Luzia do Itanhy,municipio,SE
Santa Luzia do Norte,municipio,AL
Santa Luzia do Pará,municipio,PA
Santa Luzia do Paruá,municipio,MA
Santa Margarida,municipio,MG
Santa Margarida do Sul,municipio,RS
Santa Maria,municipio,RN
Santa Maria,municipio,RS
Santa Maria da Boa Vista,municipio,PE
Santa Maria da Serra,municipio,SP
Santa Maria da Vitória,municipio,BA
Santa Maria das Barreiras,municipio,PA
Santa Maria de Itabira,municipio,MG
Santa Maria de Jetibá,municipio,ES
Santa Maria do Cambucá,municipio,PE
Santa Maria do Herval,municipio,RS
Santa Maria do Oeste,municipio,PR
Santa Maria do Pará,municipio,PA
Santa Maria do Salto,municipio,MG
Santa Maria do Suaçuí,municipio,MG
Santa Maria do Tocantins,municipio,TO
Santa Maria Madalena,municipio,RJ
Santa Mariana,municipio,PR
Santa Mercedes,municipio,SP
Santa Mônica,municipio,PR
Santa Quitéria,municipio,CE
Santa Quitéria do Maranhão,municipio,MA
Santa Rita,municipio,MA
Santa Rita,municipio,PB
Santa Rita d'Oeste,municipio,SP
Santa Rita de Caldas,municipio,MG
Santa Rita de Cássia,municipio,BA
Santa Rita de Ibitipoca,municipio,MG
Santa Rita de Jacutinga,municipio,MG
Santa Rita de Minas,municipio,MG
Santa Rita do Araguaia,municipio,GO
Santa Rita do Itueto,municipio,MG
Santa Rita do Novo Destino,municipio,GO
Santa Rita do Pardo,municipio,MS
Santa Rita do Passa Quatro,municipio,SP
Santa Rita do Sapucaí,municipio,MG
Santa Rita do Tocantins,municipio,TO
Santa Rita do Trivelato,municipio,MT
Santa Rosa,municipio,RS
Santa Rosa da Serra,municipio,MG
Santa Rosa de Goiás,municipio,GO
Santa Rosa de Lima,municipio,SE
Santa Rosa de Lima,municipio,SC
Santa Rosa de Viterbo,municipio,SP
Santa Rosa do Piauí,municipio,PI
Santa Rosa do Purus,municipio,AC
Santa Rosa do Sul,municipio,SC
Santa Rosa do Tocantins,municipio,TO
Santa Salete,municipio,SP
Santa Teresa,municipio,ES
Santa Teresinha,municipio,PB
Santa Teresinha,municipio,BA
Santa Tereza,municipio,RS
Santa Tereza de Goiás,municipio,GO
Santa Tereza do Oeste,municipio,PR
Santa Tereza do Tocantins,municipio,TO
Santa Terezinha,municipio,PE
Santa Terezinha,municipio,SC
Santa Terezinha,municipio,MT
Santa Terezinha de Goiás,municipio,GO
Santa Terezinha de Itaipu,municipio,PR
Santa Terezinha do Progresso,municipio,SC
Santa Terezinha do Tocantins,municipio,TO
Santa Vitória,municipio,MG
Santa Vitória do Palmar,municipio,RS
Santaluz,municipio,BA
Santana,municipio,AP
Santana,municipio,BA
Santana da Boa Vista,municipio,RS
Santana da Ponte Pensa,municipio,SP
Santana da Vargem,municipio,MG
Santana de Cataguases,municipio,MG
Santana de Mangueira,municipio,PB
Santana de Parnaíba,municipio,SP
Santana de Pirapama,municipio,MG
Santana do Acaraú,municipio,CE
Santana do Araguaia,municipio,PA
Santana do Cariri,municipio,CE
Santana do Deserto,municipio,MG
Santana do Garambéu,municipio,MG
Santana do Ipanema,municipio,AL
Santana do Itararé,municipio,PR
Santana do Jacaré,municipio,MG
Santana do Manhuaçu,municipio,MG
Santana do Maranhão,municipio,MA
Santana do Matos,municipio,RN
Santana do Mundaú,municipio,AL
Santana do Paraíso,municipio,MG
Santana do Piauí,municipio,PI
Santana do Riacho,municipio,MG
Santana do São Francisco,municipio,SE
Santana do Seridó,municipio,RN
Santana dos Garrotes,municipio,PB
Santana dos Montes,municipio,MG
Santanópolis,municipio,BA
Santarém,municipio,PA
Santarém Novo,municipio,PA
Santiago,municipio,RS
Santiago do Sul,municipio,SC
Santo Afonso,municipio,MT
Santo Amaro,municipio,BA
Santo Amaro da Imperatriz,municipio,SC
Santo Amaro das Brotas,municipio,SE
Santo Amaro do Maranhão,municipio,MA
Santo Anastácio,municipio,SP
Santo André,municipio,PB
Santo André,municipio,SP
Santo Ângelo,municipio,RS
Santo Antônio,municipio,RN
Santo Antônio da Alegria,municipio,SP
Santo Antônio da Barra,municipio,GO
Santo Antônio da Patrulha,municipio,RS
Santo Antônio da Platina,municipio,PR
Santo Antônio das Missões,municipio,RS
Santo Antônio de Goiás,municipio,GO
Santo Antônio de Jesus,municipio,BA
Santo Antônio de Lisboa,municipio,PI
Santo Antônio de Pádua,municipio,RJ
Santo Antônio de Posse,municipio,SP
Santo Antônio do Amparo,municipio,MG
Santo Antônio do Aracanguá,municipio,SP
Santo Antônio do Aventureiro,municipio,MG
Santo Antônio do Caiuá,municipio,PR
Santo Antônio do Descoberto,municipio,GO
Santo Antônio do Grama,municipio,MG
Santo Antônio do Içá,municipio,AM
Santo Antônio do Itambé,municipio,MG
Santo Antônio do Jacinto,municipio,MG
Santo Antônio do Jardim,municipio,SP
Santo Antônio do Leste,municipio,MT
Santo Antônio do Leverger,municipio,MT
Santo Antônio do Monte,municipio,MG
Santo Antônio do Palma,municipio,RS
Santo Antônio do Paraíso,municipio,PR
Santo Antônio do Pinhal,municipio,SP
Santo Antônio do Planalto,municipio,RS
Santo Antônio do Retiro,municipio,MG
Santo Antônio do Rio Abaixo,municipio,MG
Santo Antônio do Sudoeste,municipio,PR
Santo Antônio do Tauá,municipio,PA
Santo Antônio dos Lopes,municipio,MA
Santo Antônio dos Milagres,municipio,PI
Santo Augusto,municipio,RS
Santo Cristo,municipio,RS
Santo Estêvão,municipio,BA
Santo Expedito,municipio,SP
Santo Expedito do Sul,municipio,RS
Santo Hipólito,municipio,MG
Santo Inácio,municipio,PR
Santo Inácio do Piauí,municipio,PI
Santópolis do Aguapeí,municipio,SP
Santos,municipio,SP
Santos Dumont,municipio,MG
São Benedito,municipio,CE
São Benedito do Rio Preto,municipio,MA
São Benedito do Sul,municipio,PE
São Bentinho,municipio,PB
São Bento,municipio,MA
São Bento,municipio,PB
São Bento Abade,municipio,MG
São Bento do Norte,municipio,RN
São Bento do Sapucaí,municipio,SP
São Bento do Sul,municipio,SC
São Bento do Tocantins,municipio,TO
São Bento do Trairí,municipio,RN
São Bento do Una,municipio,PE
São Bernardino,municipio,SC
São Bernardo,municipio,MA
São Bernardo do Campo,municipio,SP
São Bonifácio,municipio,SC
São Borja,municipio,RS
São Brás,municipio,AL
São Brás do Suaçuí,municipio,MG
São Braz do Piauí,municipio,PI
São Caetano de Odivelas,municipio,PA
São Caetano do Sul,municipio,SP
São Caitano,municipio,PE
São Carlos,municipio,SP
São Carlos,municipio,SC
São Carlos do Ivaí,municipio,PR
São Cristóvão,municipio,SE
São Cristovão do Sul,municipio,SC
São Desidério,municipio,BA
São Domingos,municipio,PB
São Domingos,municipio,SE
São Domingos,municipio,BA
São Domingos,municipio,SC
São Domingos,municipio,GO
São Domingos das Dores,municipio,MG
São Domingos do Araguaia,municipio,PA
São Domingos do Azeitão,municipio,MA
São Domingos do Capim,municipio,PA
São Domingos do Cariri,municipio,PB
São Domingos do Maranhão,municipio,MA
São Domingos do Norte,municipio,ES
São Domingos do Prata,municipio,MG
São Domingos do Sul,municipio,RS
São Felipe,municipio,BA
São Felipe d'Oeste,municipio,RO
São Félix,municipio,BA
São Félix de Balsas,municipio,MA
São Félix de Minas,municipio,MG
São Félix do Araguaia,municipio,MT
São Félix do Coribe,municipio,BA
São Félix do Piauí,municipio,PI
São Félix do Tocantins,municipio,TO
São Félix do Xingu,municipio,PA
São Fernando,municipio,RN
São Fidélis,municipio,RJ
São Francisco,municipio,PB
São Francisco,municipio,SE
São Francisco,municipio,MG
São Francisco,municipio,SP
São Francisco de Assis,municipio,RS
São Francisco de Assis do Piauí,municipio,PI
São Francisco de Goiás,municipio,GO
São Francisco de Itabapoana,municipio,RJ
São Francisco de Paula,municipio,MG
São Francisco de Paula,municipio,RS
São Francisco de Sales,municipio,MG
São Francisco do Brejão,municipio,MA
São Francisco do Conde,municipio,BA
São Francisco do Glória,municipio,MG
São Francisco do Guaporé,municipio,RO
São Francisco do Maranhão,municipio,MA
São Francisco do Oeste,municipio,RN
São Francisco do Pará,municipio,PA
São Francisco do Piauí,municipio,PI
São Francisco do Sul,municipio,SC
São Gabriel,municipio,BA
São Gabriel,municipio,RS
São Gabriel da Cachoeira,municipio,AM
São Gabriel da Palha,municipio,ES
São Gabriel do Oeste,municipio,MS
São Geraldo,municipio,MG
São Geraldo da Piedade,municipio,MG
São Geraldo do Araguaia,municipio,PA
São Geraldo do Baixio,municipio,MG
São Gonçalo,municipio,RJ
São Gonçalo do Abaeté,municipio,MG
São Gonçalo do Amarante,municipio,CE
São Gonçalo do Amarante,municipio,RN
São Gonçalo do Gurgueia,municipio,PI
São Gonçalo do Pará,municipio,MG
São Gonçalo do Piauí,municipio,PI
São Gonçalo do Rio Abaixo,municipio,MG
São Gonçalo do Rio Preto,municipio,MG
São Gonçalo do Sapucaí,municipio,MG
São Gonçalo dos Campos,municipio,BA
São Gotardo,municipio,MG
São Jerônimo,municipio,RS
São Jerônimo da Serra,municipio,PR
São João,municipio,PE
São João,municipio,PR
São João Batista,municipio,MA
São João Batista,municipio,SC
São João Batista do Glória,municipio,MG
São João d'Aliança,municipio,GO
São João da Baliza,municipio,RR
São João da Barra,municipio,RJ
São João da Boa Vista,municipio,SP
São João da Canabrava,municipio,PI
São João da Fronteira,municipio,PI
São João da Lagoa,municipio,MG
São João da Mata,municipio,MG
São João da Paraúna,municipio,GO
São João da Ponta,municipio,PA
São João da Ponte,municipio,MG
