name,type,uf
Fronteiras,municipio,PI
Fruta de Leite,municipio,MG
Frutal,municipio,MG
Frutuoso Gomes,municipio,RN
Fundão,municipio,ES
Funilândia,municipio,MG
Gabriel Monteiro,municipio,SP
Gado Bravo,municipio,PB
Gália,municipio,SP
Galileia,municipio,MG
Galinhos,municipio,RN
Galvão,municipio,SC
Gameleira,municipio,PE
Gameleira de Goiás,municipio,GO
Gameleiras,municipio,MG
Gandu,municipio,BA
Garanhuns,municipio,PE
Gararu,municipio,SE
Garça,municipio,SP
Garibaldi,municipio,RS
Garopaba,municipio,SC
Garrafão do Norte,municipio,PA
Garruchos,municipio,RS
Garuva,municipio,SC
Gaspar,municipio,SC
Gastão Vidigal,municipio,SP
Gaúcha do Norte,municipio,MT
Gaurama,municipio,RS
Gavião,municipio,BA
Gavião Peixoto,municipio,SP
Geminiano,municipio,PI
General Câmara,municipio,RS
General Carneiro,municipio,PR
General Carneiro,municipio,MT
General Maynard,municipio,SE
General Salgado,municipio,SP
General Sampaio,municipio,CE
Gentil,municipio,RS
Gentio do Ouro,municipio,BA
Getulina,municipio,SP
Getúlio Vargas,municipio,RS
Gilbués,municipio,PI
Girau do Ponciano,municipio,AL
Giruá,municipio,RS
Glaucilândia,municipio,MG
Glicério,municipio,SP
Glória,municipio,BA
Glória d'Oeste,municipio,MT
Glória de Dourados,municipio,MS
Glória do Goitá,municipio,PE
Glorinha,municipio,RS
Godofredo Viana,municipio,MA
Godoy Moreira,municipio,PR
Goiabeira,municipio,MG
Goiana,municipio,PE
Goianá,municipio,MG
Goianápolis,municipio,GO
Goiandira,municipio,GO
Goianésia,municipio,GO
Goianésia do Pará,municipio,PA
Goiânia,municipio,GO
Goianinha,municipio,RN
Goianira,municipio,GO
Goianorte,municipio,TO
Goiás,municipio,GO
Goiatins,municipio,TO
Goiatuba,municipio,GO
Goioerê,municipio,PR
Goioxim,municipio,PR
Gonçalves,municipio,MG
Gonçalves Dias,municipio,MA
Gongogi,municipio,BA
Gonzaga,municipio,MG
Gouveia,municipio,MG
Gouvelândia,municipio,GO
Governador Archer,municipio,MA
Governador Celso Ramos,municipio,SC
Governador Dix-Sept Rosado,municipio,RN
Governador Edison Lobão,municipio,MA
Governador Eugênio Barros,municipio,MA
Governador Jorge Teixeira,municipio,RO
Governador Lindenberg,municipio,ES
Governador Luiz Rocha,municipio,MA
Governador Mangabeira,municipio,BA
Governador Newton Bello,municipio,MA
Governador Nunes Freire,municipio,MA
Governador Valadares,municipio,MG
Graça,municipio,CE
Graça Aranha,municipio,MA
Gracho Cardoso,municipio,SE
Grajaú,municipio,MA
Gramado,municipio,RS
Gramado dos Loureiros,municipio,RS
Gramado Xavier,municipio,RS
Grandes Rios,municipio,PR
Granito,municipio,PE
Granja,municipio,CE
Granjeiro,municipio,CE
Grão Mogol,municipio,MG
Grão Pará,municipio,SC
Gravatá,municipio,PE
Gravataí,municipio,RS
Gravatal,municipio,SC
Groaíras,municipio,CE
Grossos,municipio,RN
Grupiara,municipio,MG
Guabiju,municipio,RS
Guabiruba,municipio,SC
Guaçuí,municipio,ES
Guadalupe,municipio,PI
Guaíba,municipio,RS
Guaiçara,municipio,SP
Guaimbê,municipio,SP
Guaíra,municipio,SP
Guaíra,municipio,PR
Guairaçá,municipio,PR
Guaiúba,municipio,CE
Guajará,municipio,AM
Guajará-Mirim,municipio,RO
Guajeru,municipio,BA
Guamaré,municipio,RN
Guamiranga,municipio,PR
Guanambi,municipio,BA
Guanhães,municipio,MG
Guapé,municipio,MG
Guapiaçu,municipio,SP
Guapiara,municipio,SP
Guapimirim,municipio,RJ
Guapirama,municipio,PR
Guapó,municipio,GO
Guaporé,municipio,RS
Guaporema,municipio,PR
Guará,municipio,SP
Guarabira,municipio,PB
Guaraçaí,municipio,SP
Guaraci,municipio,SP
Guaraci,municipio,PR
Guaraciaba,municipio,MG
Guaraciaba,municipio,SC
Guaraciaba do Norte,municipio,CE
Guaraciama,municipio,MG
Guaraí,municipio,TO
Guaraíta,municipio,GO
Guaramiranga,municipio,CE
Guaramirim,municipio,SC
Guaranésia,municipio,MG
Guarani,municipio,MG
Guarani d'Oeste,municipio,SP
Guarani das Missões,municipio,RS
Guarani de Goiás,municipio,GO
Guaraniaçu,municipio,PR
Guarantã,municipio,SP
Guarantã do Norte,municipio,MT
Guarapari,municipio,ES
Guarapuava,municipio,PR
Guaraqueçaba,municipio,PR
Guarará,municipio,MG
Guararapes,municipio,SP
Guararema,municipio,SP
Guaratinga,municipio,BA
Guaratinguetá,municipio,SP
Guaratuba,municipio,PR
Guarda-Mor,municipio,MG
Guareí,municipio,SP
Guariba,municipio,SP
Guaribas,municipio,PI
Guarinos,municipio,GO
Guarujá,municipio,SP
Guarujá do Sul,municipio,SC
Guarulhos,municipio,SP
Guatambú,municipio,SC
Guatapará,municipio,SP
Guaxupé,municipio,MG
Guia Lopes da Laguna,municipio,MS
Guidoval,municipio,MG
Guimarães,municipio,MA
Guimarânia,municipio,MG
Guiratinga,municipio,MT
Guiricema,municipio,MG
Gurinhatã,municipio,MG
Gurinhém,municipio,PB
Gurjão,municipio,PB
Gurupá,municipio,PA
Gurupi,municipio,TO
Guzolândia,municipio,SP
Harmonia,municipio,RS
Heitoraí,municipio,GO
Heliodora,municipio,MG
Heliópolis,municipio,BA
Herculândia,municipio,SP
Herval,municipio,RS
Herval d'Oeste,municipio,SC
Herveiras,municipio,RS
Hidrolândia,municipio,CE
Hidrolândia,municipio,GO
Hidrolina,municipio,GO
Holambra,municipio,SP
Honório Serpa,municipio,PR
Horizonte,municipio,CE
Horizontina,municipio,RS
Hortolândia,municipio,SP
Hugo Napoleão,municipio,PI
Hulha Negra,municipio,RS
Humaitá,municipio,AM
Humaitá,municipio,RS
Humberto de Campos,municipio,MA
Iacanga,municipio,SP
Iaciara,municipio,GO
Iacri,municipio,SP
Iaçu,municipio,BA
Iapu,municipio,MG
Iaras,municipio,SP
Iati,municipio,PE
Ibaiti,municipio,PR
Ibarama,municipio,RS
Ibaretama,municipio,CE
Ibaté,municipio,SP
Ibateguara,municipio,AL
Ibatiba,municipio,ES
Ibema,municipio,PR
Ibertioga,municipio,MG
Ibiá,municipio,MG
Ibiaçá,municipio,RS
Ibiaí,municipio,MG
Ibiam,municipio,SC
Ibiapina,municipio,CE
Ibiara,municipio,PB
Ibiassucê,municipio,BA
Ibicaraí,municipio,BA
Ibicaré,municipio,SC
Ibicoara,municipio,BA
Ibicuí,municipio,BA
Ibicuitinga,municipio,CE
Ibimirim,municipio,PE
Ibipeba,municipio,BA
Ibipitanga,municipio,BA
Ibiporã,municipio,PR
Ibiquera,municipio,BA
Ibirá,municipio,SP
Ibiracatu,municipio,MG
Ibiraci,municipio,MG
Ibiraçu,municipio,ES
Ibiraiaras,municipio,RS
Ibirajuba,municipio,PE
Ibirama,municipio,SC
Ibirapitanga,municipio,BA
Ibirapuã,municipio,BA
Ibirapuitã,municipio,RS
Ibirarema,municipio,SP
Ibirataia,municipio,BA
Ibirité,municipio,MG
Ibirubá,municipio,RS
Ibitiara,municipio,BA
Ibitinga,municipio,SP
Ibitirama,municipio,ES
Ibititá,municipio,BA
Ibitiúra de Minas,municipio,MG
Ibituruna,municipio,MG
Ibiúna,municipio,SP
Ibotirama,municipio,BA
Icapuí,municipio,CE
Içara,municipio,SC
Icaraí de Minas,municipio,MG
Icaraíma,municipio,PR
Icatu,municipio,MA
Icém,municipio,SP
Ichu,municipio,BA
Icó,municipio,CE
Iconha,municipio,ES
Ielmo Marinho,municipio,RN
Iepê,municipio,SP
Igaci,municipio,AL
Igaporã,municipio,BA
Igaraçu do Tietê,municipio,SP
Igaracy,municipio,PB
Igarapava,municipio,SP
Igarapé,municipio,MG
Igarapé do Meio,municipio,MA
Igarapé Grande,municipio,MA
Igarapé-Açu,municipio,PA
Igarapé-Miri,municipio,PA
Igarassu,municipio,PE
Igaratá,municipio,SP
Igaratinga,municipio,MG
Igrapiúna,municipio,BA
Igreja Nova,municipio,AL
Igrejinha,municipio,RS
Iguaba Grande,municipio,RJ
Iguaí,municipio,BA
Iguape,municipio,SP
Iguaraçu,municipio,PR
Iguaracy,municipio,PE
Iguatama,municipio,MG
Iguatemi,municipio,MS
Iguatu,municipio,CE
Iguatu,municipio,PR
Ijaci,municipio,MG
Ijuí,municipio,RS
Ilha Comprida,municipio,SP
Ilha das Flores,municipio,SE
Ilha de Itamaracá,municipio,PE
Ilha Grande,municipio,PI
Ilha Solteira,municipio,SP
Ilhabela,municipio,SP
Ilhéus,municipio,BA
Ilhota,municipio,SC
Ilicínea,municipio,MG
Ilópolis,municipio,RS
Imaculada,municipio,PB
Imaruí,municipio,SC
Imbaú,municipio,PR
Imbé,municipio,RS
Imbé de Minas,municipio,MG
Imbituba,municipio,SC
Imbituva,municipio,PR
Imbuia,municipio,SC
Imigrante,municipio,RS
Imperatriz,municipio,MA
Inácio Martins,municipio,PR
Inaciolândia,municipio,GO
Inajá,municipio,PE
Inajá,municipio,PR
Inconfidentes,municipio,MG
Indaiabira,municipio,MG
Indaial,municipio,SC
Indaiatuba,municipio,SP
Independência,municipio,CE
Independência,municipio,RS
Indiana,municipio,SP
Indianópolis,municipio,MG
Indianópolis,municipio,PR
Indiaporã,municipio,SP
Indiara,municipio,GO
Indiaroba,municipio,SE
Indiavaí,municipio,MT
Ingá,municipio,PB
Ingaí,municipio,MG
Ingazeira,municipio,PE
Inhacorá,municipio,RS
Inhambupe,municipio,BA
Inhangapi,municipio,PA
Inhapi,municipio,AL
Inhapim,municipio,MG
Inhaúma,municipio,MG
Inhuma,municipio,PI
Inhumas,municipio,GO
Inimutaba,municipio,MG
Inocência,municipio,MS
Inúbia Paulista,municipio,SP
Iomerê,municipio,SC
Ipaba,municipio,MG
Ipameri,municipio,GO
Ipanema,municipio,MG
Ipanguaçu,municipio,RN
Ipaporanga,municipio,CE
Ipatinga,municipio,MG
Ipaumirim,municipio,CE
Ipaussu,municipio,SP
Ipê,municipio,RS
Ipecaetá,municipio,BA
Iperó,municipio,SP
Ipeúna,municipio,SP
Ipiaçu,municipio,MG
Ipiaú,municipio,BA
Ipiguá,municipio,SP
Ipira,municipio,SC
Ipirá,municipio,BA
Ipiranga,municipio,PR
Ipiranga de Goiás,municipio,GO
Ipiranga do Norte,municipio,MT
Ipiranga do Piauí,municipio,PI
Ipiranga do Sul,municipio,RS
Ipixuna,municipio,AM
Ipixuna do Pará,municipio,PA
Ipojuca,municipio,PE
Iporá,municipio,GO
Iporã,municipio,PR
Iporã do Oeste,municipio,SC
Iporanga,municipio,SP
Ipu,municipio,CE
Ipuã,municipio,SP
Ipuaçu,municipio,SC
Ipubi,municipio,PE
Ipueira,municipio,RN
Ipueiras,municipio,TO
Ipueiras,municipio,CE
Ipuiúna,municipio,MG
Ipumirim,municipio,SC
Ipupiara,municipio,BA
Iracema,municipio,RR
Iracema,municipio,CE
Iracema do Oeste,municipio,PR
Iracemápolis,municipio,SP
Iraceminha,municipio,SC
Iraí,municipio,RS
Iraí de Minas,municipio,MG
Irajuba,municipio,BA
Iramaia,municipio,BA
Iranduba,municipio,AM
Irani,municipio,SC
Irapuã,municipio,SP
Irapuru,municipio,SP
Iraquara,municipio,BA
Irará,municipio,BA
Irati,municipio,PR
Irati,municipio,SC
Irauçuba,municipio,CE
Irecê,municipio,BA
Iretama,municipio,PR
Irineópolis,municipio,SC
Irituia,municipio,PA
Irupi,municipio,ES
Isaías Coelho,municipio,PI
Israelândia,municipio,GO
Itá,municipio,SC
Itaara,municipio,RS
Itabaiana,municipio,PB
Itabaiana,municipio,SE
Itabaianinha,municipio,SE
Itabela,municipio,BA
Itaberá,municipio,SP
Itaberaba,municipio,BA
Itaberaí,municipio,GO
Itabi,municipio,SE
Itabira,municipio,MG
Itabirinha,municipio,MG
Itabirito,municipio,MG
Itaboraí,municipio,RJ
Itabuna,municipio,BA
Itacajá,municipio,TO
Itacambira,municipio,MG
Itacarambi,municipio,MG
Itacaré,municipio,BA
Itacoatiara,municipio,AM
Itacuruba,municipio,PE
Itacurubi,municipio,RS
Itaeté,municipio,BA
Itagi,municipio,BA
Itagibá,municipio,BA
Itagimirim,municipio,BA
Itaguaçu,municipio,ES
Itaguaçu da Bahia,municipio,BA
Itaguaí,municipio,RJ
Itaguajé,municipio,PR
Itaguara,municipio,MG
Itaguari,municipio,GO
Itaguaru,municipio,GO
Itaguatins,municipio,TO
Itaí,municipio,SP
Itaíba,municipio,PE
Itaiçaba,municipio,CE
Itainópolis,municipio,PI
Itaiópolis,municipio,SC
Itaipava do Grajaú,municipio,MA
Itaipé,municipio,MG
Itaipulândia,municipio,PR
Itaitinga,municipio,CE
Itaituba,municipio,PA
Itajá,municipio,RN
Itajá,municipio,GO
Itajaí,municipio,SC
Itajobi,municipio,SP
Itaju,municipio,SP
Itaju do Colônia,municipio,BA
Itajubá,municipio,MG
Itajuípe,municipio,BA
Italva,municipio,RJ
Itamaraju,municipio,BA
Itamarandiba,municipio,MG
Itamarati,municipio,AM
Itamarati de Minas,municipio,MG
Itamari,municipio,BA
Itambacuri,municipio,MG
Itambaracá,municipio,PR
Itambé,municipio,PE
Itambé,municipio,BA
Itambé,municipio,PR
Itambé do Mato Dentro,municipio,MG
Itamogi,municipio,MG
Itamonte,municipio,MG
Itanagra,municipio,BA
Itanhaém,municipio,SP
Itanhandu,municipio,MG
Itanhangá,municipio,MT
Itanhém,municipio,BA
Itanhomi,municipio,MG
Itaobim,municipio,MG
Itaóca,municipio,SP
Itaocara,municipio,RJ
Itapaci,municipio,GO
Itapagipe,municipio,MG
Itapajé,municipio,CE
Itaparica,municipio,BA
Itapé,municipio,BA
Itapebi,municipio,BA
Itapecerica,municipio,MG
Itapecerica da Serra,municipio,SP
Itapecuru Mirim,municipio,MA
Itapejara d'Oeste,municipio,PR
Itapema,municipio,SC
Itapemirim,municipio,ES
Itaperuçu,municipio,PR
Itaperuna,municipio,RJ
Itapetim,municipio,PE
Itapetinga,municipio,BA
Itapetininga,municipio,SP
Itapeva,municipio,MG
Itapeva,municipio,SP
Itapevi,municipio,SP
Itapicuru,municipio,BA
Itapipoca,municipio,CE
Itapira,municipio,SP
Itapiranga,municipio,AM
Itapiranga,municipio,SC
Itapirapuã,municipio,GO
Itapirapuã Paulista,municipio,SP
Itapiratins,municipio,TO
Itapissuma,municipio,PE
Itapitanga,municipio,BA
Itapiúna,municipio,CE
Itapoá,municipio,SC
Itápolis,municipio,SP
Itaporã,municipio,MS
Itaporã do Tocantins,municipio,TO
Itaporanga,municipio,PB
Itaporanga,municipio,SP
Itaporanga d'Ajuda,municipio,SE
Itapororoca,municipio,PB
Itapuã do Oeste,municipio,RO
Itapuca,municipio,RS
Itapuí,municipio,SP
Itapura,municipio,SP
Itapuranga,municipio,GO
Itaquaquecetuba,municipio,SP
Itaquara,municipio,BA
Itaqui,municipio,RS
Itaquiraí,municipio,MS
Itaquitinga,municipio,PE
Itarana,municipio,ES
Itarantim,municipio,BA
Itararé,municipio,SP
Itarema,municipio,CE
Itariri,municipio,SP
Itarumã,municipio,GO
Itati,municipio,RS
Itatiaia,municipio,RJ
Itatiaiuçu,municipio,MG
Itatiba,municipio,SP
Itatiba do Sul,municipio,RS
Itatim,municipio,BA
Itatinga,municipio,SP
Itatira,municipio,CE
Itatuba,municipio,PB
Itaú,municipio,RN
Itaú de Minas,municipio,MG
Itaúba,municipio,MT
Itaubal,municipio,AP
Itauçu,municipio,GO
Itaueira,municipio,PI
Itaúna,municipio,MG
Itaúna do Sul,municipio,PR
Itaverava,municipio,MG
Itinga,municipio,MG
Itinga do Maranhão,municipio,MA
Itiquira,municipio,MT
Itirapina,municipio,SP
Itirapuã,municipio,SP
Itiruçu,municipio,BA
Itiúba,municipio,BA
Itobi,municipio,SP
Itororó,municipio,BA
Itu,municipio,SP
Ituaçu,municipio,BA
Ituberá,municipio,BA
Itueta,municipio,MG
Ituiutaba,municipio,MG
Itumbiara,municipio,GO
Itumirim,municipio,MG
Itupeva,municipio,SP
Itupiranga,municipio,PA
Ituporanga,municipio,SC
Iturama,municipio,MG
Itutinga,municipio,MG
Ituverava,municipio,SP
Iuiú,municipio,BA
Iúna,municipio,ES
Ivaí,municipio,PR
Ivaiporã,municipio,PR
Ivaté,municipio,PR
Ivatuba,municipio,PR
Ivinhema,municipio,MS
Ivolândia,municipio,GO
Ivorá,municipio,RS
Ivoti,municipio,RS
Jaboatão dos Guararapes,municipio,PE
Jaborá,municipio,SC
Jaborandi,municipio,BA
Jaborandi,municipio,SP
Jaboti,municipio,PR
Jaboticaba,municipio,RS
Jaboticabal,municipio,SP
Jaboticatubas,municipio,MG
Jaçanã,municipio,RN
Jacaraci,municipio,BA
Jacaraú,municipio,PB
Jacaré dos Homens,municipio,AL
Jacareacanga,municipio,PA
Jacareí,municipio,SP
Jacarezinho,municipio,PR
Jaci,municipio,SP
Jaciara,municipio,MT
Jacinto,municipio,MG
Jacinto Machado,municipio,SC
Jacobina,municipio,BA
Jacobina do Piauí,municipio,PI
Jacuí,municipio,MG
Jacuípe,municipio,AL
Jacuizinho,municipio,RS
Jacundá,municipio,PA
Jacupiranga,municipio,SP
Jacutinga,municipio,MG
Jacutinga,municipio,RS
Jaguapitã,municipio,PR
Jaguaquara,municipio,BA
Jaguaraçu,municipio,MG
Jaguarão,municipio,RS
Jaguarari,municipio,BA
Jaguaré,municipio,ES
Jaguaretama,municipio,CE
Jaguari,municipio,RS
Jaguariaíva,municipio,PR
Jaguaribara,municipio,CE
Jaguaribe,municipio,CE
Jaguaripe,municipio,BA
Jaguariúna,municipio,SP
Jaguaruana,municipio,CE
Jaguaruna,municipio,SC
Jaíba,municipio,MG
Jaicós,municipio,PI
Jales,municipio,SP
Jambeiro,municipio,SP
Jampruca,municipio,MG
Janaúba,municipio,MG
Jandaia,municipio,GO
Jandaia do Sul,municipio,PR
Jandaíra,municipio,RN
Jandaíra,municipio,BA
Jandira,municipio,SP
Janduís,municipio,RN
Jangada,municipio,MT
Janiópolis,municipio,PR
Januária,municipio,MG
Januário Cicco,municipio,RN
Japaraíba,municipio,MG
Japaratinga,municipio,AL
Japaratuba,municipio,SE
Japeri,municipio,RJ
Japi,municipio,RN
Japira,municipio,PR
Japoatã,municipio,SE
Japonvar,municipio,MG
Japorã,municipio,MS
Japurá,municipio,AM
Japurá,municipio,PR
Jaqueira,municipio,PE
Jaquirana,municipio,RS
Jaraguá,municipio,GO
Jaraguá do Sul,municipio,SC
Jaraguari,municipio,MS
Jaramataia,municipio,AL
Jardim,municipio,CE
Jardim,municipio,MS
Jardim Alegre,municipio,PR
Jardim de Angicos,municipio,RN
Jardim de Piranhas,municipio,RN
Jardim do Mulato,municipio,PI
Jardim do Seridó,municipio,RN
Jardim Olinda,municipio,PR
Jardinópolis,municipio,SP
Jardinópolis,municipio,SC
Jari,municipio,RS
Jarinu,municipio,SP
Jaru,municipio,RO
Jataí,municipio,GO
Jataizinho,municipio,PR
Jataúba,municipio,PE
Jateí,municipio,MS
Jati,municipio,CE
Jatobá,municipio,MA
Jatobá,municipio,PE
Jatobá do Piauí,municipio,PI
Jaú,municipio,SP
Jaú do Tocantins,municipio,TO
Jaupaci,municipio,GO
Jauru,municipio,MT
Jeceaba,municipio,MG
Jenipapo de Minas,municipio,MG
Jenipapo dos Vieiras,municipio,MA
Jequeri,municipio,MG
Jequiá da Praia,municipio,AL
Jequié,municipio,BA
Jequitaí,municipio,MG
Jequitibá,municipio,MG
Jequitinhonha,municipio,MG
Jeremoabo,municipio,BA
Jericó,municipio,PB
Jeriquara,municipio,SP
Jerônimo Monteiro,municipio,ES
Jerumenha,municipio,PI
Jesuânia,municipio,MG
Jesuítas,municipio,PR
Jesúpolis,municipio,GO
Ji-Paraná,municipio,RO
Jijoca de Jericoacoara,municipio,CE
Jiquiriçá,municipio,BA
Jitaúna,municipio,BA
Joaçaba,municipio,SC
Joaíma,municipio,MG
Joanésia,municipio,MG
Joanópolis,municipio,SP
João Alfredo,municipio,PE
João Câmara,municipio,RN
João Costa,municipio,PI
João Dias,municipio,RN
João Dourado,municipio,BA
João Lisboa,municipio,MA
João Monlevade,municipio,MG
João Neiva,municipio,ES
João Pessoa,municipio,PB
João Pinheiro,municipio,MG
João Ramalho,municipio,SP
Joaquim Felício,municipio,MG
Joaquim Gomes,municipio,AL
Joaquim Nabuco,municipio,PE
Joaquim Pires,municipio,PI
Joaquim Távora,municipio,PR
Joca Claudino,municipio,PB
Joca Marques,municipio,PI
Joia,municipio,RS
Joinville,municipio,SC
Jordânia,municipio,MG
Jordão,municipio,AC
José Boiteux,municipio,SC
José Bonifácio,municipio,SP
José da Penha,municipio,RN
José de Freitas,municipio,PI
José Gonçalves de Minas,municipio,MG
José Raydan,municipio,MG
Joselândia,municipio,MA
Josenópolis,municipio,MG
Joviânia,municipio,GO
Juara,municipio,MT
Juarez Távora,municipio,PB
Juarina,municipio,TO
Juatuba,municipio,MG
Juazeirinho,municipio,PB
Juazeiro,municipio,BA
Juazeiro do Norte,municipio,CE
Juazeiro do Piauí,municipio,PI
Jucás,municipio,CE
Jucati,municipio,PE
Jucuruçu,municipio,BA
Jucurutu,municipio,RN
Juína,municipio,MT
Juiz de Fora,municipio,MG
Júlio Borges,municipio,PI
Júlio de Castilhos,municipio,RS
Júlio Mesquita,municipio,SP
Jumirim,municipio,SP
Junco do Maranhão,municipio,MA
Junco do Seridó,municipio,PB
Jundiá,municipio,RN
Jundiá,municipio,AL
Jundiaí,municipio,SP
Jundiaí do Sul,municipio,PR
Junqueiro,municipio,AL
Junqueirópolis,municipio,SP
Jupi,municipio,PE
Jupiá,municipio,SC
Juquiá,municipio,SP
Juquitiba,municipio,SP
Juramento,municipio,MG
Juranda,municipio,PR
Jurema,municipio,PI
Jurema,municipio,PE
Juripiranga,municipio,PB
Juru,municipio,PB
Juruá,municipio,AM
Juruaia,municipio,MG
Juruena,municipio,MT
Juruti,municipio,PA
Juscimeira,municipio,MT
Jussara,municipio,BA
Jussara,municipio,PR
Jussara,municipio,GO
Jussari,municipio,BA
Jussiape,municipio,BA
Jutaí,municipio,AM
Juti,municipio,MS
Juvenília,municipio,MG
Kaloré,municipio,PR
Lábrea,municipio,AM
Lacerdópolis,municipio,SC
Ladainha,municipio,MG
Ladário,municipio,MS
Lafaiete Coutinho,municipio,BA
Lagamar,municipio,MG
Lagarto,municipio,SE
Lages,municipio,SC
Lago da Pedra,municipio,MA
Lago do Junco,municipio,MA
Lago dos Rodrigues,municipio,MA
Lago Verde,municipio,MA
Lagoa,municipio,PB
Lagoa Alegre,municipio,PI
Lagoa Bonita do Sul,municipio,RS
Lagoa d'Anta,municipio,RN
Lagoa da Canoa,municipio,AL
Lagoa da Confusão,municipio,TO
Lagoa da Prata,municipio,MG
Lagoa de Dentro,municipio,PB
Lagoa de Itaenga,municipio,PE
Lagoa de Pedras,municipio,RN
Lagoa de São Francisco,municipio,PI
Lagoa de Velhos,municipio,RN
Lagoa do Barro do Piauí,municipio,PI
Lagoa do Carro,municipio,PE
Lagoa do Mato,municipio,MA
Lagoa do Ouro,municipio,PE
Lagoa do Piauí,municipio,PI
Lagoa do Sítio,municipio,PI
Lagoa do Tocantins,municipio,TO
Lagoa dos Gatos,municipio,PE
Lagoa dos Patos,municipio,MG
Lagoa dos Três Cantos,municipio,RS
Lagoa Dourada,municipio,MG
Lagoa Formosa,municipio,MG
Lagoa Grande,municipio,PE
Lagoa Grande,municipio,MG
Lagoa Grande do Maranhão,municipio,MA
Lagoa Nova,municipio,RN
Lagoa Real,municipio,BA
Lagoa Salgada,municipio,RN
Lagoa Santa,municipio,MG
Lagoa Santa,municipio,GO
Lagoa Seca,municipio,PB
Lagoa Vermelha,municipio,RS
Lagoão,municipio,RS
Lagoinha,municipio,SP
Lagoinha do Piauí,municipio,PI
Laguna,municipio,SC
Laguna Carapã,municipio,MS
Laje,municipio,BA
Laje do Muriaé,municipio,RJ
Lajeado,municipio,TO
Lajeado,municipio,RS
Lajeado do Bugre,municipio,RS
Lajeado Grande,municipio,SC
Lajeado Novo,municipio,MA
Lajedão,municipio,BA
Lajedinho,municipio,BA
Lajedo,municipio,PE
Lajedo do Tabocal,municipio,BA
Lajes,municipio,RN
Lajes Pintadas,municipio,RN
Lajinha,municipio,MG
Lamarão,municipio,BA
Lambari,municipio,MG
Lambari d'Oeste,municipio,MT
Lamim,municipio,MG
Landri Sales,municipio,PI
Lapa,municipio,PR
Lapão,municipio,BA
Laranja da Terra,municipio,ES
Laranjal,municipio,MG
Laranjal,municipio,PR
Laranjal do Jari,municipio,AP
Laranjal Paulista,municipio,SP
Laranjeiras,municipio,SE
Laranjeiras do Sul,municipio,PR
Lassance,municipio,MG
Lastro,municipio,PB
Laurentino,municipio,SC
Lauro de Freitas,municipio,BA
Lauro Muller,municipio,SC
Lavandeira,municipio,TO
Lavínia,municipio,SP
Lavras,municipio,MG
Lavras da Mangabeira,municipio,CE
Lavras do Sul,municipio,RS
Lavrinhas,municipio,SP
Leandro Ferreira,municipio,MG
Lebon Régis,municipio,SC
Leme,municipio,SP
Leme do Prado,municipio,MG
Lençóis,municipio,BA
Lençóis Paulista,municipio,SP
Leoberto Leal,municipio,SC
Leopoldina,municipio,MG
Leopoldo de Bulhões,municipio,GO
Leópolis,municipio,PR
Liberato Salzano,municipio,RS
Liberdade,municipio,MG
Licínio de Almeida,municipio,BA
Lidianópolis,municipio,PR
Lima Campos,municipio,MA
Lima Duarte,municipio,MG
Limeira,municipio,SP
Limeira do Oeste,municipio,MG
Limoeiro,municipio,PE
Limoeiro de Anadia,municipio,AL
Limoeiro do Ajuru,municipio,PA
Limoeiro do Norte,municipio,CE
Lindoeste,municipio,PR
Lindoia,municipio,SP
Lindoia do Sul,municipio,SC
Lindolfo Collor,municipio,RS
Linha Nova,municipio,RS
Linhares,municipio,ES
Lins,municipio,SP
Livramento,municipio,PB
Livramento de Nossa Senhora,municipio,BA
Lizarda,municipio,TO
Loanda,municipio,PR
Lobato,municipio,PR
Logradouro,municipio,PB
Londrina,municipio,PR
Lontra,municipio,MG
Lontras,municipio,SC
Lorena,municipio,SP
Loreto,municipio,MA
Lourdes,municipio,SP
Louveira,municipio,SP
Lucas do Rio Verde,municipio,MT
Lucélia,municipio,SP
Lucena,municipio,PB
Lucianópolis,municipio,SP
Luciara,municipio,MT
Lucrécia,municipio,RN
Luís Antônio,municipio,SP
Luís Correia,municipio,PI
Luís Domingues,municipio,MA
Luís Eduardo Magalhães,municipio,BA
Luís Gomes,municipio,RN
Luisburgo,municipio,MG
Luislândia,municipio,MG
Luiz Alves,municipio,SC
Luiziana,municipio,PR
Luiziânia,municipio,SP
Luminárias,municipio,MG
Lunardelli,municipio,PR
Lupércio,municipio,SP
Lupionópolis,municipio,PR
Lutécia,municipio,SP
Luz,municipio,MG
Luzerna,municipio,SC
Luziânia,municipio,GO
Luzilândia,municipio,PI
Luzinópolis,municipio,TO
Macaé,municipio,RJ
Macaíba,municipio,RN
Macajuba,municipio,BA
Maçambará,municipio,RS
Macambira,municipio,SE
Macapá,municipio,AP
Macaparana,municipio,PE
Macarani,municipio,BA
Macatuba,municipio,SP
Macau,municipio,RN
Macaubal,municipio,SP
Macaúbas,municipio,BA
Macedônia,municipio,SP
Maceió,municipio,AL
Machacalis,municipio,MG
Machadinho,municipio,RS
Machadinho d'Oeste,municipio,RO
Machado,municipio,MG
Machados,municipio,PE
Macieira,municipio,SC
Macuco,municipio,RJ
Macururé,municipio,BA
Madalena,municipio,CE
Madeiro,municipio,PI
Madre de Deus,municipio,BA
Madre de Deus de Minas,municipio,MG
Mãe d'Água,municipio,PB
Mãe do Rio,municipio,PA
Maetinga,municipio,BA
Mafra,municipio,SC
Magalhães Barata,municipio,PA
